enrollment_id,student_id,course_id,semester,final_grade,letter_grade,attendance_rate,assignment_scores,midterm_score,final_exam_score
ENROLL_00010309,STU_002061,COURSE_000025,Summer 2025,4.0,A,1.0,0.78,0.92,0.66
ENROLL_00010310,STU_002061,COURSE_000126,Spring 2025,3.23,B+,0.81,0.69,0.97,0.84
ENROLL_00010311,STU_002061,COURSE_000029,Summer 2025,3.97,A,0.84,1.0,0.87,0.73
ENROLL_00010312,STU_002062,COURSE_000097,Fall 2024,3.07,B+,1.0,1.0,0.85,0.91
ENROLL_00010313,STU_002062,COURSE_000076,Spring 2025,2.9,B,0.75,1.0,0.9,0.97
ENROLL_00010314,STU_002062,COURSE_000055,Fall 2024,2.13,C+,0.87,0.69,0.71,0.97
ENROLL_00010315,STU_002062,COURSE_000049,Summer 2025,2.5,B-,0.62,1.0,1.0,1.0
ENROLL_00010316,STU_002062,COURSE_000075,Summer 2025,2.68,B-,0.73,0.62,0.42,1.0
ENROLL_00010317,STU_002062,COURSE_000013,Spring 2025,2.69,B-,1.0,0.41,0.89,1.0
ENROLL_00010318,STU_002062,COURSE_000121,Spring 2025,2.76,B,0.91,0.48,0.84,0.61
ENROLL_00010319,STU_002063,COURSE_000027,Spring 2025,4.0,A,1.0,0.84,0.96,0.89
ENROLL_00010320,STU_002063,COURSE_000017,Fall 2024,3.62,A-,0.73,0.62,0.71,1.0
ENROLL_00010321,STU_002063,COURSE_000041,Spring 2025,3.71,A,0.62,0.83,1.0,0.64
ENROLL_00010322,STU_002063,COURSE_000109,Fall 2024,3.49,A-,0.99,0.63,0.87,0.39
ENROLL_00010323,STU_002063,COURSE_000074,Spring 2025,3.24,B+,0.7,1.0,0.66,1.0
ENROLL_00010324,STU_002063,COURSE_000093,Summer 2025,3.56,A-,0.92,0.89,0.86,1.0
ENROLL_00010325,STU_002064,COURSE_000120,Summer 2025,2.87,B,0.88,0.95,0.78,0.56
ENROLL_00010326,STU_002064,COURSE_000113,Spring 2025,2.76,B,0.86,1.0,0.7,0.58
ENROLL_00010327,STU_002064,COURSE_000080,Summer 2025,2.47,B-,1.0,0.59,0.82,0.67
ENROLL_00010328,STU_002064,COURSE_000008,Spring 2025,2.55,B-,0.82,0.9,0.66,0.86
ENROLL_00010329,STU_002064,COURSE_000043,Summer 2025,2.89,B,0.77,1.0,0.86,0.52
ENROLL_00010330,STU_002064,COURSE_000065,Spring 2025,3.34,A-,0.64,0.86,1.0,0.62
ENROLL_00010331,STU_002065,COURSE_000051,Spring 2025,2.37,B-,0.81,1.0,0.9,0.68
ENROLL_00010332,STU_002065,COURSE_000039,Fall 2024,1.81,C,1.0,0.98,0.88,1.0
ENROLL_00010333,STU_002065,COURSE_000036,Spring 2025,2.31,B-,0.9,1.0,0.72,0.87
ENROLL_00010334,STU_002065,COURSE_000111,Spring 2025,2.47,B-,0.6,0.64,0.87,0.64
ENROLL_00010335,STU_002065,COURSE_000061,Spring 2025,2.25,C+,0.82,0.43,0.23,0.92
ENROLL_00010336,STU_002065,COURSE_000016,Spring 2025,2.23,C+,0.76,0.84,0.94,0.86
ENROLL_00010337,STU_002065,COURSE_000078,Spring 2025,2.54,B-,0.58,0.66,0.99,0.83
ENROLL_00010338,STU_002066,COURSE_000008,Spring 2025,3.38,A-,0.9,0.72,0.88,0.91
ENROLL_00010339,STU_002066,COURSE_000087,Summer 2025,3.44,A-,0.85,0.76,0.8,0.54
ENROLL_00010340,STU_002066,COURSE_000034,Summer 2025,3.22,B+,0.71,1.0,0.84,0.69
ENROLL_00010341,STU_002066,COURSE_000076,Spring 2025,3.8,A,1.0,0.7,0.92,1.0
ENROLL_00010342,STU_002066,COURSE_000096,Spring 2025,3.29,B+,0.94,0.71,0.77,0.9
ENROLL_00010343,STU_002066,COURSE_000120,Summer 2025,4.0,A,0.88,0.59,0.76,0.68
ENROLL_00010344,STU_002067,COURSE_000020,Summer 2025,1.31,C-,0.9,0.78,1.0,0.93
ENROLL_00010345,STU_002067,COURSE_000084,Fall 2024,1.82,C,0.92,1.0,0.81,0.67
ENROLL_00010346,STU_002067,COURSE_000077,Summer 2025,1.9,C,0.83,0.8,0.79,0.53
ENROLL_00010347,STU_002067,COURSE_000115,Fall 2024,1.45,C-,0.73,0.88,0.65,0.97
ENROLL_00010348,STU_002067,COURSE_000055,Fall 2024,2.13,C+,0.68,0.69,0.62,0.69
ENROLL_00010349,STU_002067,COURSE_000080,Summer 2025,1.35,C-,0.89,0.78,0.96,0.73
ENROLL_00010350,STU_002068,COURSE_000087,Summer 2025,3.42,A-,1.0,0.84,0.64,0.69
ENROLL_00010351,STU_002068,COURSE_000128,Summer 2025,4.0,A,1.0,1.0,0.6,0.62
ENROLL_00010352,STU_002068,COURSE_000041,Spring 2025,3.83,A,0.94,0.78,0.77,0.5
ENROLL_00010353,STU_002069,COURSE_000064,Summer 2025,3.54,A-,1.0,0.9,0.9,0.77
ENROLL_00010354,STU_002069,COURSE_000092,Spring 2025,3.57,A-,0.67,0.69,0.91,0.98
ENROLL_00010355,STU_002069,COURSE_000043,Summer 2025,3.87,A,0.59,0.95,0.76,0.56
ENROLL_00010356,STU_002069,COURSE_000032,Summer 2025,3.76,A,0.86,0.82,0.81,0.96
ENROLL_00010357,STU_002069,COURSE_000068,Fall 2024,3.74,A,0.81,0.63,0.56,0.5
ENROLL_00010358,STU_002069,COURSE_000021,Spring 2025,4.0,A,0.7,0.82,1.0,0.29
ENROLL_00010359,STU_002070,COURSE_000121,Spring 2025,4.0,A,0.82,0.8,0.79,0.84
ENROLL_00010360,STU_002070,COURSE_000085,Summer 2025,3.68,A-,0.69,1.0,0.99,0.77
ENROLL_00010361,STU_002070,COURSE_000039,Fall 2024,3.71,A,0.59,0.63,0.58,0.98
ENROLL_00010362,STU_002070,COURSE_000115,Fall 2024,3.76,A,0.97,0.47,0.79,1.0
ENROLL_00010363,STU_002071,COURSE_000026,Spring 2025,3.41,A-,0.86,0.87,0.81,0.9
ENROLL_00010364,STU_002071,COURSE_000004,Spring 2025,2.16,C+,0.8,0.77,1.0,0.82
ENROLL_00010365,STU_002071,COURSE_000063,Summer 2025,2.66,B-,0.95,0.9,0.63,0.68
ENROLL_00010366,STU_002072,COURSE_000080,Summer 2025,4.0,A,0.73,0.87,0.8,0.59
ENROLL_00010367,STU_002072,COURSE_000084,Fall 2024,3.45,A-,1.0,0.67,0.89,0.68
ENROLL_00010368,STU_002072,COURSE_000097,Fall 2024,3.88,A,0.9,0.75,0.79,0.48
ENROLL_00010369,STU_002072,COURSE_000127,Fall 2024,3.75,A,0.87,0.68,0.81,0.96
ENROLL_00010370,STU_002072,COURSE_000006,Summer 2025,3.29,B+,0.72,0.66,0.69,0.85
ENROLL_00010371,STU_002072,COURSE_000020,Summer 2025,4.0,A,1.0,0.93,0.93,0.56
ENROLL_00010372,STU_002073,COURSE_000119,Fall 2024,3.04,B+,0.92,0.92,0.77,0.62
ENROLL_00010373,STU_002073,COURSE_000010,Spring 2025,3.81,A,0.98,0.72,0.85,0.74
ENROLL_00010374,STU_002073,COURSE_000028,Fall 2024,3.05,B+,0.66,0.96,0.65,0.77
ENROLL_00010375,STU_002073,COURSE_000078,Spring 2025,3.05,B+,0.94,0.76,0.99,0.73
ENROLL_00010376,STU_002073,COURSE_000092,Spring 2025,2.98,B,0.78,0.89,0.78,0.98
ENROLL_00010377,STU_002074,COURSE_000025,Summer 2025,4.0,A,0.94,0.55,0.81,0.77
ENROLL_00010378,STU_002074,COURSE_000116,Fall 2024,4.0,A,0.69,0.92,0.99,0.78
ENROLL_00010379,STU_002074,COURSE_000060,Spring 2025,4.0,A,0.73,0.44,0.6,0.75
ENROLL_00010380,STU_002074,COURSE_000029,Summer 2025,4.0,A,0.99,0.83,0.72,1.0
ENROLL_00010381,STU_002075,COURSE_000120,Summer 2025,3.48,A-,0.72,0.79,0.67,1.0
ENROLL_00010382,STU_002075,COURSE_000104,Summer 2025,3.52,A-,0.79,0.83,0.97,0.48
ENROLL_00010383,STU_002075,COURSE_000003,Fall 2024,3.44,A-,0.88,0.9,0.55,0.71
ENROLL_00010384,STU_002075,COURSE_000070,Spring 2025,3.33,A-,0.89,0.67,0.55,0.78
ENROLL_00010385,STU_002076,COURSE_000084,Fall 2024,3.04,B+,0.87,0.66,0.66,0.81
ENROLL_00010386,STU_002076,COURSE_000083,Summer 2025,3.08,B+,0.75,0.88,0.78,0.69
ENROLL_00010387,STU_002076,COURSE_000123,Spring 2025,3.0,B,0.95,0.72,1.0,0.72
ENROLL_00010388,STU_002077,COURSE_000123,Spring 2025,3.68,A-,1.0,0.91,0.97,0.88
ENROLL_00010389,STU_002077,COURSE_000034,Summer 2025,3.36,A-,0.82,0.76,1.0,1.0
ENROLL_00010390,STU_002077,COURSE_000041,Spring 2025,3.41,A-,1.0,1.0,1.0,0.97
ENROLL_00010391,STU_002077,COURSE_000002,Summer 2025,2.72,B,0.57,0.68,0.67,0.67
ENROLL_00010392,STU_002078,COURSE_000090,Fall 2024,1.97,C,0.75,0.96,0.62,0.61
ENROLL_00010393,STU_002078,COURSE_000121,Spring 2025,2.75,B,0.83,0.87,0.94,0.92
ENROLL_00010394,STU_002078,COURSE_000035,Fall 2024,2.27,C+,0.87,0.53,0.73,0.66
ENROLL_00010395,STU_002078,COURSE_000108,Spring 2025,2.07,C+,0.97,0.8,0.63,0.62
ENROLL_00010396,STU_002079,COURSE_000097,Fall 2024,4.0,A,1.0,0.81,0.59,0.55
ENROLL_00010397,STU_002079,COURSE_000119,Fall 2024,4.0,A,0.96,0.84,0.51,0.57
ENROLL_00010398,STU_002079,COURSE_000100,Spring 2025,4.0,A,0.89,0.88,0.89,1.0
ENROLL_00010399,STU_002079,COURSE_000070,Spring 2025,3.95,A,1.0,0.81,0.56,0.83
ENROLL_00010400,STU_002079,COURSE_000039,Fall 2024,3.84,A,0.75,1.0,0.58,0.96
ENROLL_00010401,STU_002080,COURSE_000125,Fall 2024,3.56,A-,0.69,0.82,0.73,0.82
ENROLL_00010402,STU_002080,COURSE_000032,Summer 2025,3.48,A-,0.92,1.0,1.0,0.74
ENROLL_00010403,STU_002080,COURSE_000104,Summer 2025,3.58,A-,0.78,0.9,0.89,0.73
ENROLL_00010404,STU_002080,COURSE_000062,Spring 2025,4.0,A,0.91,0.82,0.4,0.53
ENROLL_00010405,STU_002081,COURSE_000090,Fall 2024,1.48,C-,0.8,1.0,0.59,0.7
ENROLL_00010406,STU_002081,COURSE_000010,Spring 2025,1.83,C,1.0,1.0,0.79,0.5
ENROLL_00010407,STU_002081,COURSE_000049,Summer 2025,1.74,C,0.68,0.73,0.75,0.76
ENROLL_00010408,STU_002081,COURSE_000051,Spring 2025,2.19,C+,1.0,0.78,0.75,1.0
ENROLL_00010409,STU_002081,COURSE_000024,Fall 2024,1.26,D,0.89,0.98,0.58,0.94
ENROLL_00010410,STU_002081,COURSE_000112,Fall 2024,1.52,C-,0.7,0.78,1.0,0.54
ENROLL_00010411,STU_002081,COURSE_000108,Spring 2025,0.97,F,0.86,0.64,0.89,0.7
ENROLL_00010412,STU_002082,COURSE_000018,Summer 2025,3.23,B+,0.72,0.57,0.8,0.42
ENROLL_00010413,STU_002082,COURSE_000009,Summer 2025,3.38,A-,0.87,0.59,0.84,1.0
ENROLL_00010414,STU_002082,COURSE_000027,Spring 2025,2.88,B,1.0,0.61,0.76,0.84
ENROLL_00010415,STU_002082,COURSE_000031,Summer 2025,2.57,B-,0.93,0.9,0.89,1.0
ENROLL_00010416,STU_002082,COURSE_000058,Spring 2025,2.93,B,0.85,0.91,0.84,1.0
ENROLL_00010417,STU_002082,COURSE_000040,Spring 2025,3.24,B+,1.0,1.0,0.7,0.72
ENROLL_00010418,STU_002083,COURSE_000085,Summer 2025,4.0,A,1.0,0.84,0.71,0.95
ENROLL_00010419,STU_002083,COURSE_000122,Spring 2025,3.3,A-,0.78,0.78,1.0,0.95
ENROLL_00010420,STU_002083,COURSE_000115,Fall 2024,3.77,A,1.0,0.88,0.82,0.68
ENROLL_00010421,STU_002083,COURSE_000120,Summer 2025,3.59,A-,0.72,1.0,1.0,0.79
ENROLL_00010422,STU_002083,COURSE_000016,Spring 2025,4.0,A,0.93,0.91,0.81,0.84
ENROLL_00010423,STU_002084,COURSE_000109,Fall 2024,3.35,A-,1.0,0.75,0.55,0.9
ENROLL_00010424,STU_002084,COURSE_000118,Summer 2025,3.73,A,0.93,0.84,0.63,0.96
ENROLL_00010425,STU_002084,COURSE_000055,Fall 2024,3.39,A-,0.91,0.91,0.99,1.0
ENROLL_00010426,STU_002085,COURSE_000053,Summer 2025,3.44,A-,0.92,1.0,0.91,0.87
ENROLL_00010427,STU_002085,COURSE_000042,Summer 2025,3.1,B+,1.0,0.75,0.84,1.0
ENROLL_00010428,STU_002085,COURSE_000066,Summer 2025,2.93,B,0.98,0.56,0.84,0.72
ENROLL_00010429,STU_002085,COURSE_000082,Summer 2025,3.75,A,0.78,0.76,1.0,0.9
ENROLL_00010430,STU_002085,COURSE_000087,Summer 2025,3.37,A-,0.74,0.71,0.8,0.82
ENROLL_00010431,STU_002086,COURSE_000093,Summer 2025,3.51,A-,0.66,0.81,0.77,0.54
ENROLL_00010432,STU_002086,COURSE_000009,Summer 2025,3.65,A-,0.63,0.72,1.0,0.71
ENROLL_00010433,STU_002086,COURSE_000099,Spring 2025,4.0,A,0.82,1.0,0.76,0.57
ENROLL_00010434,STU_002087,COURSE_000122,Spring 2025,3.75,A,1.0,0.72,0.35,1.0
ENROLL_00010435,STU_002087,COURSE_000075,Summer 2025,3.97,A,0.85,0.85,0.92,0.67
ENROLL_00010436,STU_002087,COURSE_000024,Fall 2024,4.0,A,0.81,1.0,1.0,1.0
ENROLL_00010437,STU_002087,COURSE_000093,Summer 2025,4.0,A,0.78,0.87,0.84,0.6
ENROLL_00010438,STU_002087,COURSE_000046,Spring 2025,3.57,A-,0.94,1.0,0.76,1.0
ENROLL_00010439,STU_002088,COURSE_000088,Summer 2025,3.65,A-,0.91,0.65,0.65,1.0
ENROLL_00010440,STU_002088,COURSE_000059,Spring 2025,3.6,A-,0.69,0.71,0.72,0.84
ENROLL_00010441,STU_002088,COURSE_000010,Spring 2025,3.24,B+,0.59,0.63,0.56,0.97
ENROLL_00010442,STU_002088,COURSE_000078,Spring 2025,3.25,B+,0.67,0.41,0.73,0.96
ENROLL_00010443,STU_002089,COURSE_000015,Fall 2024,3.0,B+,0.54,0.64,0.9,0.49
ENROLL_00010444,STU_002089,COURSE_000107,Summer 2025,3.36,A-,0.84,0.81,0.42,0.75
ENROLL_00010445,STU_002089,COURSE_000080,Summer 2025,3.16,B+,0.92,0.57,0.81,0.59
ENROLL_00010446,STU_002089,COURSE_000117,Spring 2025,3.61,A-,0.68,1.0,0.82,0.88
ENROLL_00010447,STU_002089,COURSE_000043,Summer 2025,3.71,A,0.9,0.99,0.66,0.86
ENROLL_00010448,STU_002089,COURSE_000085,Summer 2025,3.23,B+,1.0,0.8,0.71,0.85
ENROLL_00010449,STU_002089,COURSE_000022,Spring 2025,3.69,A-,0.98,0.97,0.53,0.66
ENROLL_00010450,STU_002090,COURSE_000038,Fall 2024,3.09,B+,0.78,0.83,0.93,0.81
ENROLL_00010451,STU_002090,COURSE_000039,Fall 2024,3.81,A,0.92,0.62,0.75,0.98
ENROLL_00010452,STU_002090,COURSE_000009,Summer 2025,3.66,A-,1.0,0.73,0.84,0.77
ENROLL_00010453,STU_002090,COURSE_000037,Fall 2024,3.54,A-,0.89,0.69,0.8,0.61
ENROLL_00010454,STU_002091,COURSE_000059,Spring 2025,3.68,A-,0.83,0.55,0.8,0.49
ENROLL_00010455,STU_002091,COURSE_000116,Fall 2024,3.07,B+,0.69,1.0,0.39,0.48
ENROLL_00010456,STU_002091,COURSE_000033,Spring 2025,2.81,B,0.87,1.0,0.89,0.99
ENROLL_00010457,STU_002091,COURSE_000080,Summer 2025,2.58,B-,0.71,0.88,0.68,0.71
ENROLL_00010458,STU_002092,COURSE_000048,Fall 2024,2.48,B-,0.85,0.91,1.0,0.38
ENROLL_00010459,STU_002092,COURSE_000060,Spring 2025,3.01,B+,0.88,0.57,0.62,0.88
ENROLL_00010460,STU_002092,COURSE_000035,Fall 2024,3.1,B+,0.95,1.0,0.72,0.54
ENROLL_00010461,STU_002093,COURSE_000012,Spring 2025,3.18,B+,0.77,1.0,0.62,0.66
ENROLL_00010462,STU_002093,COURSE_000105,Summer 2025,3.01,B+,0.86,0.62,0.48,0.75
ENROLL_00010463,STU_002093,COURSE_000103,Summer 2025,3.81,A,0.98,0.45,0.74,0.57
ENROLL_00010464,STU_002093,COURSE_000083,Summer 2025,3.66,A-,1.0,0.94,0.52,0.74
ENROLL_00010465,STU_002093,COURSE_000119,Fall 2024,3.48,A-,1.0,1.0,0.57,0.41
ENROLL_00010466,STU_002093,COURSE_000051,Spring 2025,3.82,A,1.0,0.76,0.38,0.6
ENROLL_00010467,STU_002093,COURSE_000108,Spring 2025,3.23,B+,0.97,0.87,0.83,0.84
ENROLL_00010468,STU_002094,COURSE_000016,Spring 2025,3.27,B+,1.0,0.73,0.64,0.74
ENROLL_00010469,STU_002094,COURSE_000087,Summer 2025,3.12,B+,0.86,1.0,1.0,0.79
ENROLL_00010470,STU_002094,COURSE_000031,Summer 2025,3.37,A-,0.86,0.45,0.88,1.0
ENROLL_00010471,STU_002094,COURSE_000012,Spring 2025,4.0,A,0.73,0.57,0.61,0.83
ENROLL_00010472,STU_002094,COURSE_000037,Fall 2024,3.53,A-,0.46,1.0,0.7,0.92
ENROLL_00010473,STU_002094,COURSE_000110,Spring 2025,3.73,A,0.95,0.99,0.87,0.9
ENROLL_00010474,STU_002095,COURSE_000066,Summer 2025,3.45,A-,0.93,0.31,0.64,0.42
ENROLL_00010475,STU_002095,COURSE_000071,Fall 2024,3.88,A,0.75,0.47,1.0,0.86
ENROLL_00010476,STU_002095,COURSE_000013,Spring 2025,3.35,A-,0.55,1.0,0.85,0.68
ENROLL_00010477,STU_002095,COURSE_000054,Fall 2024,3.87,A,0.66,0.93,0.89,0.88
ENROLL_00010478,STU_002096,COURSE_000007,Summer 2025,3.9,A,0.61,0.61,1.0,0.96
ENROLL_00010479,STU_002096,COURSE_000027,Spring 2025,4.0,A,0.93,0.87,0.94,0.74
ENROLL_00010480,STU_002096,COURSE_000097,Fall 2024,3.92,A,0.75,0.79,0.54,0.39
ENROLL_00010481,STU_002097,COURSE_000089,Fall 2024,2.49,B-,0.87,0.97,0.6,0.69
ENROLL_00010482,STU_002097,COURSE_000005,Fall 2024,3.23,B+,0.74,0.55,0.88,0.75
ENROLL_00010483,STU_002097,COURSE_000050,Summer 2025,2.81,B,0.51,0.74,1.0,0.64
ENROLL_00010484,STU_002097,COURSE_000039,Fall 2024,3.49,A-,0.96,0.93,0.78,0.41
ENROLL_00010485,STU_002097,COURSE_000045,Fall 2024,3.98,A,0.64,0.72,0.57,0.6
ENROLL_00010486,STU_002098,COURSE_000047,Summer 2025,3.17,B+,1.0,0.9,0.35,0.86
ENROLL_00010487,STU_002098,COURSE_000055,Fall 2024,2.58,B-,0.85,0.56,0.75,0.86
ENROLL_00010488,STU_002098,COURSE_000108,Spring 2025,2.83,B,0.63,0.88,0.56,0.52
ENROLL_00010489,STU_002098,COURSE_000062,Spring 2025,2.85,B,0.89,0.79,0.95,0.79
ENROLL_00010490,STU_002099,COURSE_000063,Summer 2025,3.33,A-,0.38,0.86,0.63,0.98
ENROLL_00010491,STU_002099,COURSE_000015,Fall 2024,3.14,B+,1.0,0.71,0.76,0.53
ENROLL_00010492,STU_002099,COURSE_000012,Spring 2025,3.13,B+,0.78,0.55,0.79,0.61
ENROLL_00010493,STU_002099,COURSE_000101,Summer 2025,3.23,B+,0.92,0.81,0.52,0.41
ENROLL_00010494,STU_002099,COURSE_000055,Fall 2024,3.59,A-,0.82,0.64,0.47,0.77
ENROLL_00010495,STU_002100,COURSE_000061,Spring 2025,3.85,A,0.85,0.9,0.81,1.0
ENROLL_00010496,STU_002100,COURSE_000069,Fall 2024,3.66,A-,1.0,0.52,0.65,0.73
ENROLL_00010497,STU_002100,COURSE_000068,Fall 2024,3.83,A,1.0,0.68,0.94,0.89
ENROLL_00010498,STU_002100,COURSE_000112,Fall 2024,3.76,A,0.89,0.96,0.78,0.85
ENROLL_00010499,STU_002101,COURSE_000020,Summer 2025,2.38,B-,0.82,0.65,0.35,0.84
ENROLL_00010500,STU_002101,COURSE_000110,Spring 2025,2.68,B-,0.58,0.69,0.77,0.7
ENROLL_00010501,STU_002101,COURSE_000097,Fall 2024,2.65,B-,0.79,0.9,0.62,0.92
ENROLL_00010502,STU_002101,COURSE_000100,Spring 2025,2.71,B,0.66,1.0,0.55,1.0
ENROLL_00010503,STU_002101,COURSE_000094,Fall 2024,2.62,B-,0.65,0.82,0.68,0.97
ENROLL_00010504,STU_002101,COURSE_000077,Summer 2025,2.89,B,1.0,0.89,0.49,0.76
ENROLL_00010505,STU_002101,COURSE_000126,Spring 2025,2.0,C+,0.73,0.95,0.94,0.58
ENROLL_00010506,STU_002102,COURSE_000052,Fall 2024,3.71,A,0.99,0.75,0.67,0.61
ENROLL_00010507,STU_002102,COURSE_000023,Fall 2024,3.71,A,1.0,1.0,0.92,0.82
ENROLL_00010508,STU_002102,COURSE_000001,Summer 2025,3.5,A-,1.0,0.9,0.66,1.0
ENROLL_00010509,STU_002102,COURSE_000066,Summer 2025,3.31,A-,0.72,0.99,0.67,0.9
ENROLL_00010510,STU_002103,COURSE_000008,Spring 2025,2.22,C+,0.95,0.82,0.85,0.38
ENROLL_00010511,STU_002103,COURSE_000091,Summer 2025,3.11,B+,0.59,0.57,1.0,0.66
ENROLL_00010512,STU_002103,COURSE_000059,Spring 2025,3.2,B+,0.71,0.61,1.0,0.67
ENROLL_00010513,STU_002103,COURSE_000014,Spring 2025,3.02,B+,1.0,0.57,0.86,0.68
ENROLL_00010514,STU_002103,COURSE_000012,Spring 2025,2.53,B-,0.93,0.97,1.0,1.0
ENROLL_00010515,STU_002104,COURSE_000058,Spring 2025,3.6,A-,0.86,0.8,0.53,1.0
ENROLL_00010516,STU_002104,COURSE_000048,Fall 2024,3.2,B+,0.7,1.0,1.0,0.72
ENROLL_00010517,STU_002104,COURSE_000007,Summer 2025,3.06,B+,0.78,0.91,1.0,1.0
ENROLL_00010518,STU_002104,COURSE_000081,Spring 2025,3.19,B+,1.0,0.55,0.99,1.0
ENROLL_00010519,STU_002105,COURSE_000075,Summer 2025,3.35,A-,0.96,1.0,0.91,0.89
ENROLL_00010520,STU_002105,COURSE_000081,Spring 2025,2.47,B-,0.74,0.91,0.59,0.54
ENROLL_00010521,STU_002105,COURSE_000009,Summer 2025,3.36,A-,0.91,0.87,1.0,0.66
ENROLL_00010522,STU_002105,COURSE_000043,Summer 2025,3.15,B+,0.88,1.0,1.0,0.82
ENROLL_00010523,STU_002105,COURSE_000119,Fall 2024,3.23,B+,0.88,0.91,0.84,0.83
ENROLL_00010524,STU_002105,COURSE_000063,Summer 2025,3.56,A-,0.73,0.79,0.82,0.91
ENROLL_00010525,STU_002105,COURSE_000103,Summer 2025,3.3,B+,0.89,0.76,0.61,1.0
ENROLL_00010526,STU_002106,COURSE_000122,Spring 2025,2.53,B-,1.0,0.95,0.5,0.5
ENROLL_00010527,STU_002106,COURSE_000082,Summer 2025,2.53,B-,0.91,0.73,1.0,0.56
ENROLL_00010528,STU_002106,COURSE_000040,Spring 2025,3.09,B+,0.81,0.87,0.98,0.88
ENROLL_00010529,STU_002106,COURSE_000021,Spring 2025,3.16,B+,0.86,0.69,1.0,0.96
ENROLL_00010530,STU_002106,COURSE_000092,Spring 2025,2.56,B-,1.0,1.0,0.91,0.67
ENROLL_00010531,STU_002107,COURSE_000043,Summer 2025,4.0,A,1.0,0.81,0.83,0.6
ENROLL_00010532,STU_002107,COURSE_000037,Fall 2024,4.0,A,0.79,0.65,0.87,0.9
ENROLL_00010533,STU_002107,COURSE_000121,Spring 2025,4.0,A,0.88,0.84,0.53,1.0
ENROLL_00010534,STU_002107,COURSE_000027,Spring 2025,4.0,A,1.0,0.51,1.0,0.9
ENROLL_00010535,STU_002107,COURSE_000063,Summer 2025,4.0,A,0.76,0.81,0.64,0.9
ENROLL_00010536,STU_002107,COURSE_000003,Fall 2024,4.0,A,0.75,0.83,0.59,0.86
ENROLL_00010537,STU_002107,COURSE_000088,Summer 2025,3.69,A-,0.9,1.0,0.86,0.72
ENROLL_00010538,STU_002108,COURSE_000028,Fall 2024,3.57,A-,0.48,0.93,0.76,0.9
ENROLL_00010539,STU_002108,COURSE_000012,Spring 2025,2.86,B,0.6,0.72,0.61,0.78
ENROLL_00010540,STU_002108,COURSE_000072,Spring 2025,3.09,B+,1.0,0.92,0.86,0.75
ENROLL_00010541,STU_002108,COURSE_000046,Spring 2025,2.99,B,0.86,0.74,0.65,0.98
ENROLL_00010542,STU_002109,COURSE_000071,Fall 2024,2.78,B,0.86,0.74,0.41,0.62
ENROLL_00010543,STU_002109,COURSE_000035,Fall 2024,2.21,C+,0.73,0.71,0.85,0.79
ENROLL_00010544,STU_002109,COURSE_000065,Spring 2025,2.6,B-,0.61,1.0,0.8,0.68
ENROLL_00010545,STU_002109,COURSE_000063,Summer 2025,2.66,B-,1.0,0.5,0.94,0.85
ENROLL_00010546,STU_002109,COURSE_000114,Summer 2025,3.23,B+,1.0,0.88,0.67,0.72
ENROLL_00010547,STU_002109,COURSE_000075,Summer 2025,3.09,B+,0.86,0.96,0.86,0.94
ENROLL_00010548,STU_002110,COURSE_000001,Summer 2025,2.46,B-,0.89,0.64,0.75,0.5
ENROLL_00010549,STU_002110,COURSE_000115,Fall 2024,2.97,B,1.0,0.6,0.67,0.78
ENROLL_00010550,STU_002110,COURSE_000118,Summer 2025,3.14,B+,0.88,0.65,1.0,1.0
ENROLL_00010551,STU_002111,COURSE_000026,Spring 2025,3.25,B+,0.83,0.73,0.84,0.96
ENROLL_00010552,STU_002111,COURSE_000106,Spring 2025,3.47,A-,0.97,1.0,1.0,0.75
ENROLL_00010553,STU_002111,COURSE_000120,Summer 2025,2.94,B,0.93,0.74,1.0,0.64
ENROLL_00010554,STU_002111,COURSE_000093,Summer 2025,3.18,B+,1.0,1.0,0.53,1.0
ENROLL_00010555,STU_002111,COURSE_000123,Spring 2025,3.0,B,0.73,0.97,1.0,0.99
ENROLL_00010556,STU_002111,COURSE_000081,Spring 2025,3.5,A-,0.8,0.73,0.54,0.7
ENROLL_00010557,STU_002111,COURSE_000109,Fall 2024,3.14,B+,1.0,0.72,1.0,0.78
ENROLL_00010558,STU_002112,COURSE_000109,Fall 2024,3.33,A-,0.91,0.98,0.97,0.81
ENROLL_00010559,STU_002112,COURSE_000079,Spring 2025,3.34,A-,0.84,0.68,0.75,0.91
ENROLL_00010560,STU_002112,COURSE_000044,Summer 2025,3.55,A-,0.96,0.96,0.72,0.44
ENROLL_00010561,STU_002112,COURSE_000055,Fall 2024,3.27,B+,0.93,0.78,1.0,0.79
ENROLL_00010562,STU_002113,COURSE_000120,Summer 2025,3.87,A,0.84,0.78,0.67,0.84
ENROLL_00010563,STU_002113,COURSE_000097,Fall 2024,4.0,A,1.0,0.82,0.92,0.85
ENROLL_00010564,STU_002113,COURSE_000095,Summer 2025,3.62,A-,0.79,1.0,0.63,0.99
ENROLL_00010565,STU_002113,COURSE_000045,Fall 2024,3.71,A,0.68,0.79,0.79,0.88
ENROLL_00010566,STU_002113,COURSE_000072,Spring 2025,3.21,B+,0.75,1.0,0.86,0.74
ENROLL_00010567,STU_002113,COURSE_000111,Spring 2025,3.87,A,0.71,0.63,0.7,0.91
ENROLL_00010568,STU_002114,COURSE_000065,Spring 2025,2.85,B,0.64,0.79,0.61,0.93
